,Initial Portfolio Value,Final Portfolio Value,Total Return,Base Return,Sharpe Ratio,Max Drawdown
2016,100000000,122336984.8854968,22.336984885496793,-5.843626318085526,0.1363985686497215,0.0982070020831882
