,Initial Portfolio Value,Final Portfolio Value,Total Return,Base Return,Sharpe Ratio,Max Drawdown
2018,100000000,97467071.3769503,-2.532928623049706,-26.340525325559483,0.15685697410881222,0.07650995997546256
