,Initial Portfolio Value,Final Portfolio Value,Total Return,Base Return,Sharpe Ratio,Max Drawdown
2022,100000000,93720123.89837343,-6.2798761016265745,-14.951041465435576,0.04760111133459569,0.12136003052083935
