,0
0,100000000.0
1,100000000.0
2,100000000.0
3,100555130.16790915
4,100383712.59981038
5,99198773.67914523
6,99198773.67914523
7,99198773.67914523
8,99198773.67914523
9,99198773.67914523
10,100254536.65606871
11,99422601.21243894
12,99888454.72990641
13,100952606.05027314
14,100547974.80547753
15,101035514.40550564
16,99408053.80688998
17,99408053.80688998
18,99408053.80688998
19,99408053.80688998
20,99408053.80688998
21,99408053.80688998
22,99408053.80688998
23,99408053.80688998
24,99408053.80688998
25,99408053.80688998
26,99408053.80688998
27,99408053.80688998
28,99408053.80688998
29,99408053.80688998
30,99408053.80688998
31,99408053.80688998
32,99408053.80688998
33,99408053.80688998
34,99408053.80688998
35,99018829.3669344
36,96823747.22495638
37,96823747.22495638
38,96823747.22495638
39,96823747.22495638
40,96823747.22495638
41,96823747.22495638
42,96823747.22495638
43,96823747.22495638
44,96823747.22495638
45,96823747.22495638
46,96823747.22495638
47,96823747.22495638
48,96823747.22495638
49,96823747.22495638
50,97103504.08870941
51,95465851.90819068
52,96553114.9781381
53,95657795.09489524
54,94411479.44478261
55,94314206.80782981
56,95848967.1889486
57,96324776.21829796
58,96924288.13670923
59,96413768.39970683
60,96413768.39970683
61,96413768.39970683
62,96413768.39970683
63,96413768.39970683
64,96413768.39970683
65,96413768.39970683
66,96413768.39970683
67,96413768.39970683
68,96413768.39970683
69,96413768.39970683
70,96413768.39970683
71,96413768.39970683
72,96413768.39970683
73,96413768.39970683
74,95827433.47982846
75,96077771.31674051
76,95165153.53480186
77,95205123.18590203
78,95604935.84755388
79,96098100.44600345
80,95227204.07714619
81,95227204.07714619
82,95227204.07714619
83,95254371.94100843
84,95639350.12051782
85,96220267.17439958
86,95297308.76896888
87,96987886.6273664
88,97744799.66057318
89,97744799.66057318
90,98061535.1816642
91,97462424.03039798
92,97462424.03039798
93,97462424.03039798
94,97462424.03039798
95,97462424.03039798
96,97462424.03039798
97,97992765.3926375
98,97773737.47788152
99,98172700.47810692
100,98423503.36600392
101,97577047.68150844
102,97577047.68150844
103,97577047.68150844
104,97577047.68150844
105,97577047.68150844
106,97577047.68150844
107,98113507.74562985
108,97539886.77326089
109,96638079.46925914
110,95503708.00872031
111,95503708.00872031
112,95503708.00872031
113,95503708.00872031
114,95503708.00872031
115,95591136.64010909
116,95602769.84121981
117,96699290.18158355
118,96667403.41651136
119,95777643.12243283
120,96260638.08587627
121,96195894.22881895
122,94318979.08712302
123,94736131.20446414
124,94532588.81315096
125,94532588.81315096
126,94532588.81315096
127,94532588.81315096
128,94508435.89947906
129,95006207.74862711
130,93993381.10101907
131,94954734.50116192
132,94281147.00196211
133,94276317.47250734
134,94214196.88404343
135,94903346.49635671
136,95224959.06097995
137,94576635.35513313
138,92274472.4282505
139,92274472.4282505
140,92274472.4282505
141,92395849.60283263
142,92006775.27768086
143,93819310.35443924
144,93819310.35443924
145,93284660.40378237
146,93284660.40378237
147,93284660.40378237
148,93284660.40378237
149,94623412.93764931
150,95579117.22050844
151,95651964.55499028
152,95438494.03004183
153,95210006.73000282
154,95238323.6131433
155,93332966.70489481
156,94370274.94874908
157,93836015.13204473
158,92708318.30872005
159,92708318.30872005
160,92708318.30872005
161,92708318.30872005
162,92708318.30872005
163,92708318.30872005
164,92708318.30872005
165,92708318.30872005
166,92708318.30872005
167,93581952.79312366
168,93183689.16128685
169,94227592.9776133
170,95651398.07936415
171,95614972.57467158
172,96081786.71169691
173,96341448.18922354
174,96660460.78728099
175,95192269.13585924
176,95229091.10481013
177,93949437.1506778
178,94128478.27025813
179,94506751.17814614
180,94864377.61660668
181,94010958.07401225
182,94010958.07401225
183,94010958.07401225
184,94010958.07401225
185,94010958.07401225
186,94010958.07401225
187,94010958.07401225
188,94010958.07401225
189,94010958.07401225
190,94010958.07401225
191,94010958.07401225
192,94010958.07401225
193,94010958.07401225
194,94010958.07401225
195,94010958.07401225
196,94010958.07401225
197,94010958.07401225
198,94010958.07401225
199,94010958.07401225
200,94010958.07401225
201,94010958.07401225
202,94010958.07401225
203,94010958.07401225
204,94010958.07401225
205,94010958.07401225
206,94010958.07401225
207,94010958.07401225
208,94010958.07401225
209,94010958.07401225
210,94010958.07401225
211,94010958.07401225
212,94010958.07401225
213,94010958.07401225
214,94010958.07401225
215,94010958.07401225
216,94010958.07401225
217,94010958.07401225
218,94010958.07401225
219,94010958.07401225
220,94010958.07401225
221,94010958.07401225
222,94010958.07401225
223,93736621.25785834
224,94078494.58560333
225,93998287.26969112
226,94881932.80775067
227,94310778.70470938
228,94310778.70470938
229,94310778.70470938
230,94310778.70470938
231,94310778.70470938
232,94066947.66367684
233,93567192.67985028
234,93212117.66718097
235,93911936.14681092
236,92729173.13294415
237,92729173.13294415
238,92729173.13294415
239,92729173.13294415
240,93093133.41901094
241,92447045.95095733
242,92393913.95958394
243,92755147.11089778
244,91817191.40754211
245,91817191.40754211
246,91817191.40754211
