,Initial Portfolio Value,Final Portfolio Value,Total Return,Base Return,Sharpe Ratio,Max Drawdown
2023,100000000,101781278.81891523,1.7812788189152329,-4.756869533324681,0.05030386028403231,0.07767695366664068
