,Initial Portfolio Value,Final Portfolio Value,Total Return,Base Return,Sharpe Ratio,Max Drawdown
2021,100000000,91817191.40754211,-8.18280859245789,3.905755774890163,-0.09010487333224401,0.09123844276148117
