,Initial Portfolio Value,Final Portfolio Value,Total Return,Base Return,Sharpe Ratio,Max Drawdown
2019,100000000,110901848.8917085,10.901848891708493,21.283652161174892,-0.05172985320039426,0.09215653756077391
