,0
0,100000000.0
1,100000000.0
2,100000000.0
3,100111627.36699648
4,99904307.88079233
5,99662558.60200144
6,99713410.55144775
7,100717494.63352291
8,101735154.57540503
9,101629661.91786651
10,101634743.01515204
11,102135079.79959442
12,102908415.24154279
13,102908415.24154279
14,103050389.67326412
15,102620173.29218021
16,103542212.78291231
17,103462262.07960975
18,103462262.07960975
19,103462262.07960975
20,103462262.07960975
21,103462262.07960975
22,104724803.15821312
23,104413893.34025368
24,105165982.43508172
25,105458108.03815064
26,104943476.52813555
27,104943476.52813555
28,104943476.52813555
29,104943476.52813555
30,104943476.52813555
31,104943476.52813555
32,104943476.52813555
33,104943476.52813555
34,104871940.33464867
35,105566279.8842141
36,106620218.88080887
37,106565684.76007798
38,107136683.59200878
39,106931744.48218152
40,105637365.48075703
41,105637365.48075703
42,105637365.48075703
43,105637365.48075703
44,105637365.48075703
45,105637365.48075703
46,105605825.02493747
47,104427101.98896855
48,105192607.25674102
49,104581925.63648926
50,104581925.63648926
51,104581925.63648926
52,104581925.63648926
53,104581925.63648926
54,104581925.63648926
55,104581925.63648926
56,104581925.63648926
57,104581925.63648926
58,104581925.63648926
59,105084929.33236177
60,105600147.046157
61,105602384.93324313
62,106081130.18813199
63,105689407.49973439
64,105632430.63949193
65,106066335.26795153
66,105785234.97239636
67,106416073.66443437
68,107928942.71637045
69,108066925.6314912
70,108066925.6314912
71,108066925.6314912
72,108066925.6314912
73,108066925.6314912
74,108066925.6314912
75,108066925.6314912
76,108066925.6314912
77,108066925.6314912
78,108066925.6314912
79,108066925.6314912
80,108066925.6314912
81,108066925.6314912
82,108066925.6314912
83,108066925.6314912
84,108066925.6314912
85,109307962.59081258
86,108655915.6474254
87,108324445.09614855
88,108324445.09614855
89,108324445.09614855
90,108806180.66014697
91,107148192.20351195
92,105673004.12681213
93,105673004.12681213
94,105673004.12681213
95,105673004.12681213
96,105673004.12681213
97,105673004.12681213
98,105673004.12681213
99,106146454.94757943
100,106118192.29604949
101,106118192.29604949
102,106118192.29604949
103,106118192.29604949
104,106118192.29604949
105,106118192.29604949
106,106118192.29604949
107,105713268.17453003
108,106498554.51998597
109,107165084.08286901
110,106591225.01365937
111,106085708.22366375
112,104695496.94612576
113,103147533.68181276
114,104418578.94157298
115,104416388.71475649
116,104187393.78963533
117,104831729.70888762
118,106203901.89859477
119,106142642.68849777
120,106142642.68849777
121,106142642.68849777
122,106142642.68849777
123,106142642.68849777
124,106142642.68849777
125,106142642.68849777
126,106142642.68849777
127,106142642.68849777
128,106142642.68849777
129,106142642.68849777
130,106163627.31020214
131,105190754.82382888
132,105131786.01617555
133,105012826.20406808
134,107248400.47687973
135,106859553.23283474
136,106859553.23283474
137,109055967.56441446
138,109559117.80355613
139,109556105.04747789
140,108473487.28648008
141,108473487.28648008
142,108473487.28648008
143,108473487.28648008
144,108473487.28648008
145,108473487.28648008
146,108473487.28648008
147,108473487.28648008
148,108473487.28648008
149,108215819.1751024
150,107328331.62499419
151,107792093.8777901
152,106709099.5129802
153,105381167.97433697
154,106313220.52978306
155,104779676.6151463
156,104779676.6151463
157,104779676.6151463
158,104779676.6151463
159,104779676.6151463
160,104779676.6151463
161,104779676.6151463
162,104916874.0637374
163,106383973.97434418
164,105518540.88987659
165,105518540.88987659
166,105518540.88987659
167,105518540.88987659
168,105518540.88987659
169,105518540.88987659
170,105518540.88987659
171,105518540.88987659
172,105518540.88987659
173,105518540.88987659
174,105518540.88987659
175,105518540.88987659
176,105518540.88987659
177,107042287.14597967
178,106467355.84976637
179,106011685.76332359
180,106184016.5028287
181,106291990.61300406
182,105723028.44627379
183,105723028.44627379
184,104626377.6139295
185,104752923.28355628
186,105737700.017503
187,105064005.50703597
188,104577960.58410132
189,104907411.40740126
190,103960051.98419742
191,103960051.98419742
192,103960051.98419742
193,103960051.98419742
194,102789774.51234606
195,103488849.03365791
196,103488849.03365791
197,103488849.03365791
198,103488849.03365791
199,103488849.03365791
200,103488849.03365791
201,102871439.25979245
202,102406242.7671834
203,103134181.85225171
204,104073810.23346959
205,103930955.27357957
206,103930955.27357957
207,103930955.27357957
208,103930955.27357957
209,103912433.31174721
210,104237738.98675482
211,104809549.6467529
212,103958202.52819368
213,103958202.52819368
214,103958202.52819368
215,103958202.52819368
216,103958202.52819368
217,103958202.52819368
218,103958202.52819368
219,103958202.52819368
220,103958202.52819368
221,103958202.52819368
222,103958202.52819368
223,103958202.52819368
224,103958202.52819368
225,103958202.52819368
226,103958202.52819368
227,103958202.52819368
228,103958202.52819368
229,103958202.52819368
230,103958202.52819368
231,103958202.52819368
232,103132403.89785904
233,102559794.94796853
234,102150149.23374394
235,102205469.45952222
236,101048899.28617127
237,101879751.69517736
238,101742233.75611676
239,101781278.81891523
240,101781278.81891523
241,101781278.81891523
242,101781278.81891523
243,101781278.81891523
