,Initial Portfolio Value,Final Portfolio Value,Total Return,Base Return,Sharpe Ratio,Max Drawdown
2020,100000000,104457100.95644861,4.457100956448615,12.63734679575197,-0.03012450939572974,0.1572310535911173
