,0
0,100000000.0
1,100000000.0
2,100000000.0
3,100000000.0
4,100000000.0
5,100000000.0
6,100000000.0
7,100000000.0
8,100000000.0
9,100000000.0
10,100000000.0
11,100000000.0
12,100000000.0
13,100000000.0
14,100000000.0
15,100000000.0
16,100000000.0
17,100000000.0
18,100000000.0
19,100125551.4837982
20,101429525.80867666
21,102811126.73827444
22,103508352.18181007
23,105413361.28273337
24,105360349.88144687
25,103914781.96426924
26,103914781.96426924
27,103914781.96426924
28,103914781.96426924
29,103608410.99491769
30,105582271.22377746
31,111495651.49532868
32,110751397.94206412
33,110751397.94206412
34,110751397.94206412
35,110751397.94206412
36,110751397.94206412
37,110751397.94206412
38,110751397.94206412
39,110751397.94206412
40,110751397.94206412
41,110751397.94206412
42,110751397.94206412
43,110751397.94206412
44,110751397.94206412
45,110751397.94206412
46,110751397.94206412
47,110751397.94206412
48,110751397.94206412
49,110751397.94206412
50,110751397.94206412
51,110751397.94206412
52,110751397.94206412
53,110751397.94206412
54,110751397.94206412
55,114076130.45377712
56,117014180.67075045
57,117252674.18339466
58,117252674.18339466
59,117252674.18339466
60,116304196.54250205
61,116119733.39620154
62,116200953.95611079
63,114338257.54950705
64,114338257.54950705
65,114338257.54950705
66,114338257.54950705
67,114338257.54950705
68,114338257.54950705
69,114338257.54950705
70,114338257.54950705
71,114338257.54950705
72,114338257.54950705
73,114338257.54950705
74,114338257.54950705
75,114338257.54950705
76,114338257.54950705
77,114338257.54950705
78,114338257.54950705
79,114812961.04463267
80,113532606.5369481
81,111853289.07477134
82,115315928.45349684
83,113923232.34309292
84,113134542.03279546
85,115295036.54057932
86,115963299.19510143
87,113082969.41395961
88,112624265.3969331
89,114011731.66322076
90,113452095.18577802
91,111914556.32587372
92,111933368.85590932
93,113478522.9651982
94,114166382.82254156
95,114354147.17341615
96,114354147.17341615
97,114354147.17341615
98,114354147.17341615
99,114354147.17341615
100,114354147.17341615
101,114354147.17341615
102,114354147.17341615
103,114354147.17341615
104,114354147.17341615
105,114354147.17341615
106,114354147.17341615
107,114354147.17341615
108,114354147.17341615
109,114354147.17341615
110,114354147.17341615
111,114354147.17341615
112,114354147.17341615
113,114354147.17341615
114,114354147.17341615
115,114897815.93438786
116,114210980.79797842
117,116742373.64724612
118,116705566.99492824
119,116705566.99492824
120,116705566.99492824
121,116951058.43629318
122,113933329.50133145
123,113733926.20874012
124,113231823.28809191
125,113327320.44921587
126,113823908.01749104
127,114275976.59358323
128,114098533.72515893
129,113868434.77777594
130,112683177.78470695
131,112683177.78470695
132,112683177.78470695
133,113192169.76066157
134,114102911.84097876
135,114652591.32446663
136,114932880.00716573
137,114794939.05204053
138,115237228.34032865
139,114463115.72218473
140,113536491.30608928
141,111938952.37350681
142,110130110.84879921
143,108415029.36039783
144,107624401.83066237
145,108630132.04381429
146,107860499.33830054
147,109424759.51321355
148,108735370.49524073
149,109188424.88573137
150,109455981.58841234
151,109767976.88218805
152,112072012.09832174
153,111951710.7059845
154,111964519.06477186
155,112085220.83979653
156,112629022.16075477
157,111312890.41015579
158,111312890.41015579
159,111312890.41015579
160,111312890.41015579
161,111312890.41015579
162,111312890.41015579
163,111312890.41015579
164,111312890.41015579
165,111312890.41015579
166,111312890.41015579
167,111312890.41015579
168,111312890.41015579
169,111312890.41015579
170,111312890.41015579
171,111312890.41015579
172,111312890.41015579
173,111312890.41015579
174,111312890.41015579
175,111312890.41015579
176,111312890.41015579
177,111312890.41015579
178,111312890.41015579
179,111312890.41015579
180,111312890.41015579
181,111312890.41015579
182,111312890.41015579
183,111312890.41015579
184,112226771.76657295
185,113214570.92122474
186,114517701.91831705
187,113876655.85714005
188,113407088.42756164
189,113354616.88003296
190,111862444.39771053
191,111918662.2812404
192,112480688.8264576
193,111994841.58718303
194,111968293.61875191
195,112501735.31569998
196,113458006.61626056
197,112472925.83956085
198,111907354.74270026
199,111516547.93594334
200,112626099.20338133
201,113284475.87581581
202,113896312.69939011
203,113402637.74993423
204,113407164.5726023
205,112853989.8883635
206,110790067.13912974
207,110974665.56123652
208,110609843.24960971
209,110609843.24960971
210,110609843.24960971
211,110609843.24960971
212,110609843.24960971
213,110609843.24960971
214,110609843.24960971
215,110609843.24960971
216,111397766.09184133
217,111431934.77767068
218,111283764.42196801
219,110766239.54201755
220,110087308.44455503
221,110233960.87344725
222,110574789.10647427
223,110322449.10682963
224,110322449.10682963
225,110692522.28228852
226,110786180.94708711
227,110894067.63990393
228,111164016.24736919
229,110832586.44162264
230,111960618.35401268
231,112591261.53750382
232,114025985.06047016
233,113823109.76544182
234,113823109.76544182
235,113823109.76544182
236,113823109.76544182
237,113823109.76544182
238,113823109.76544182
239,113823109.76544182
240,113823109.76544182
241,113823109.76544182
242,113823109.76544182
