Date,Predict_price,actual_p,actual_p-1
01/05/2022,3586.257595341806,3595.1761,3649.151
01/12/2022,3604.1113109588623,3597.4321,3589.9043
01/19/2022,3552.361390262058,3558.1796,3541.8899
02/07/2022,3436.383810160751,3429.5809,3407.5933
02/16/2022,3477.570056864004,3465.8305,3428.0447
02/22/2022,3449.913697951896,3457.146,3488.4057
02/28/2022,3457.5944600943494,3462.3064,3445.3361
03/04/2022,3440.6678995678085,3447.649,3495.928
03/07/2022,3359.830511684742,3372.8552,3459.9845
03/09/2022,3203.568238663592,3256.3884,3372.5546
03/14/2022,3169.6545333859053,3223.5328,3259.3227
03/31/2022,3266.9663153730016,3252.2029,3217.5921
04/01/2022,3284.8996689495043,3282.7166,3256.1369
04/01/2022,3284.8996689495043,3282.7166,3256.1369
04/14/2022,3235.5953468201915,3225.6412,3199.7972
04/15/2022,3208.979558509777,3211.2448,3203.6337
04/19/2022,3197.0431970439117,3194.0287,3185.9428
04/26/2022,2921.711369508142,2886.4257,3034.2667
05/17/2022,3078.3914135061664,3093.6965,3100.55
05/18/2022,3083.4168287194316,3085.9768,3076.4982
05/20/2022,3136.410349262034,3146.5673,3046.7104
06/02/2022,3190.529296875,3195.458,3179.6949
06/17/2022,3314.592305171687,3316.7857,3306.8353
07/05/2022,3406.7860404155313,3404.0252,3381.8194
07/18/2022,3274.267268075768,3278.1033,3261.3826
07/26/2022,3274.8155797060604,3277.4356,3269.707
08/19/2022,3268.6770178146257,3258.0784,3286.3669
08/30/2022,3232.0365265286473,3227.2203,3203.1022
09/15/2022,3209.9372475059035,3199.9187,3224.6783
09/16/2022,3136.9311068630577,3126.3977,3248.9721
09/23/2022,3104.08238237277,3088.3695,3098.7682
09/23/2022,3104.08238237277,3088.3695,3098.7682
10/11/2022,2966.9667119715537,2979.7926,3026.9354
10/12/2022,2995.159187714199,3025.5055,2978.0617
10/17/2022,3056.5968135752296,3084.9423,3035.0341
11/02/2022,2991.633731398974,3003.3699,2899.4985
11/04/2022,3064.985221862793,3070.7964,2981.2038
11/18/2022,3106.488793479886,3097.2432,3110.9649
11/21/2022,3070.2164078905766,3085.0444,3116.7291
11/24/2022,3101.048806327371,3089.3096,3084.7403
12/02/2022,3158.6511421203613,3156.1442,3187.9899
12/06/2022,3205.627197265625,3212.5334,3181.9155
12/09/2022,3200.09034744444,3206.9502,3196.0156
12/09/2022,3200.09034744444,3206.9502,3196.0156
12/16/2022,3167.3231127750273,3167.8576,3177.1995
12/27/2022,3081.6280456617324,3095.5678,3048.1963
