Date,Predict_price,actual_p,actual_p-1
01/09/2023,3174.4249212468903,3176.0845,3155.0747
01/13/2023,3188.9660230191325,3195.3059,3167.273
01/16/2023,3241.8645458393344,3227.5916,3170.3548
02/07/2023,3261.0195296326524,3248.094,3244.7007
02/13/2023,3287.338359598211,3284.1599,3266.4367
02/16/2023,3266.8373854417364,3249.0295,3294.015
03/07/2023,3288.8927899352043,3285.0988,3332.0235
03/14/2023,3237.752339154722,3245.3123,3228.1239
03/20/2023,3234.6851501464844,3234.9103,3245.2604
03/21/2023,3252.772327243172,3255.6505,3253.9302
04/18/2023,3341.6574141539427,3393.3312,3337.0605
04/28/2023,3326.8901747916602,3323.2746,3256.2278
05/17/2023,3282.6799504838655,3284.232,3310.1607
05/19/2023,3275.4988263730675,3283.5417,3288.4112
05/22/2023,3293.9296875,3296.4696,3288.8911
05/24/2023,3214.4324775309583,3204.7494,3294.7877
05/29/2023,3219.1744079589844,3221.4484,3198.8825
05/31/2023,3197.7098380996135,3204.5644,3214.6728
06/02/2023,3227.590657759525,3230.0686,3196.1547
06/05/2023,3227.2006134039066,3232.441,3212.4489
06/14/2023,3236.671693307024,3228.9887,3223.8958
06/30/2023,3201.00877460381,3202.0623,3185.4242
07/11/2023,3223.0692595714263,3221.3666,3208.7349
07/26/2023,3214.1065374943564,3223.0279,3201.4575
07/27/2023,3222.3230339881156,3216.6709,3228.0873
08/02/2023,3251.7503572071378,3261.6903,3288.7604
08/03/2023,3271.79824986859,3280.4626,3281.8583
08/21/2023,3149.628563100393,3092.9777,3165.0998
09/04/2023,3169.9966995762907,3177.0603,3126.0234
09/18/2023,3111.5087891293247,3125.9319,3133.5883
10/09/2023,3077.6415962517685,3096.9224,3117.7549
10/09/2023,3077.6415962517685,3096.9224,3117.7549
10/18/2023,3062.623265877881,3058.7098,3076.4283
10/24/2023,2933.519620516056,2962.2437,2969.7858
11/03/2023,3037.032819811868,3030.7977,3028.6647
11/07/2023,3050.358187186887,3057.2697,3047.1301
11/13/2023,3039.029486241738,3046.5329,3043.5585
11/15/2023,3084.1694374800627,3072.8348,3046.8171
11/16/2023,3057.248878246885,3050.9257,3077.0291
11/17/2023,3047.258682896037,3054.3655,3066.8554
11/23/2023,3055.639275770509,3061.8562,3060.4984
12/04/2023,3034.5097954683674,3022.9138,3027.353
12/11/2023,2992.691587055994,2991.4385,2965.3901
12/20/2023,2909.6635090212176,2902.1096,2928.7631
12/25/2023,2896.8805527981044,2918.8126,2919.2879
12/27/2023,2914.817962361849,2914.6138,2917.9708
