Date,Predict_price,actual_p,actual_p-1
01/09/2017,3165.758445656037,3171.236,3163.776
02/14/2017,3216.314010620117,3217.928,3198.995
04/14/2017,3252.7917098999023,3246.067,3265.218
04/24/2017,3131.7267376711143,3129.531,3170.29
05/11/2017,3046.0036239624023,3061.5,3078.173
05/23/2017,3064.6031877979576,3061.947,3087.171
05/26/2017,3108.4075057138266,3110.059,3055.343
06/08/2017,3148.940894853223,3150.334,3101.761
07/25/2017,3246.8132869590977,3243.689,3230.898
07/28/2017,3250.564768108557,3253.24,3243.765
07/31/2017,3273.0978489719273,3273.028,3240.173
08/07/2017,3272.2689553061464,3279.457,3269.318
08/21/2017,3287.246961441656,3286.906,3253.243
08/29/2017,3349.3490082135845,3365.226,3336.126
09/18/2017,3366.7353531780964,3362.859,3365.145
10/23/2017,3386.9995272512497,3380.699,3363.514
11/02/2017,3388.3958435058594,3383.31,3393.968
11/06/2017,3388.928202201066,3388.174,3377.736
11/15/2017,3416.851516723633,3402.525,3446.545
11/17/2017,3391.867960026542,3382.908,3393.194
11/27/2017,3342.08414584849,3322.23,3340.384
12/26/2017,3295.722874796258,3306.125,3296.211
