Date,Predict_price,actual_p,actual_p-1
01/08/2018,3408.7598538568714,3409.48,3386.464
01/19/2018,3485.517128597778,3487.864,3449.881
01/23/2018,3515.7188364574213,3546.505,3476.994
02/22/2018,3270.632624882892,3268.559,3188.248
02/23/2018,3276.9189453125,3289.024,3237.569
02/26/2018,3320.359285755158,3329.574,3275.429
03/20/2018,3279.6442559576267,3290.64,3264.928
03/29/2018,3140.0214686025856,3160.531,3130.571
04/11/2018,3208.816409416517,3208.082,3144.257
04/18/2018,3074.339851941359,3091.399,3112.975
04/23/2018,3070.741950271096,3068.012,3105.462
04/26/2018,3086.8962807971457,3075.03,3112.398
06/13/2018,3049.3923613141433,3049.797,3053.028
06/19/2018,2865.399658203125,2907.822,3037.452
07/04/2018,2760.6326291554205,2759.126,2774.57
08/17/2018,2700.5417237813267,2668.966,2691.426
08/17/2018,2700.5417237813267,2668.966,2691.426
08/27/2018,2789.6578912166938,2780.899,2717.081
08/30/2018,2737.782175623796,2737.737,2774.865
09/07/2018,2710.9236168177495,2702.301,2697.578
09/11/2018,2659.0080058818708,2664.8,2698.011
10/15/2018,2595.823934593416,2568.098,2574.042
10/16/2018,2572.5093778930104,2546.33,2605.912
10/25/2018,2547.470703125,2603.8,2579.972
11/06/2018,2644.3963949446725,2659.356,2665.427
11/07/2018,2656.5501405682508,2641.342,2660.719
11/20/2018,2660.9367525831944,2645.8545,2681.8988
12/03/2018,2680.233612340077,2654.798,2564.5644
12/19/2018,2551.4133276243792,2549.5634,2583.6343
12/21/2018,2499.7350447094736,2516.2506,2544.5054
