Date,Predict_price,actual_p,actual_p-1
01/05/2024,2942.5602752215814,2929.1833,2965.5087
01/05/2024,2942.5602752215814,2929.1833,2965.5087
01/09/2024,2901.4967294662038,2893.2513,2923.457
01/15/2024,2886.164210932685,2886.2908,2880.0399
01/15/2024,2886.164210932685,2886.2908,2880.0399
01/30/2024,2823.5399240766096,2830.5266,2910.6072
02/19/2024,2914.551024536841,2910.544,2832.4855
02/19/2024,2914.551024536841,2910.544,2832.4855
02/22/2024,2978.362891023652,2988.3578,2906.0243
02/23/2024,3002.2917380636754,3004.881,2945.4465
03/04/2024,3033.9759972777697,3039.3055,3013.8229
03/19/2024,3061.5258270476147,3062.7558,3057.2093
03/21/2024,3079.7656658734504,3077.113,3058.6478
03/25/2024,3044.834419121913,3026.3055,3070.5481
03/27/2024,2995.3767648768694,2993.1388,3026.9218
03/28/2024,3019.190006193054,3010.6636,3026.8138
04/03/2024,3066.1113696165553,3069.2959,3076.8752
04/15/2024,3052.3055116350524,3057.3776,3035.5773
04/24/2024,3049.1627686313404,3044.8223,3038.6118
04/30/2024,3105.4022424262557,3104.8245,3086.6819
05/13/2024,3140.2973671888517,3148.0207,3158.5891
05/13/2024,3140.2973671888517,3148.0207,3158.5891
05/20/2024,3171.2457786938317,3171.1451,3121.7126
05/21/2024,3150.5818254670435,3157.9657,3156.1482
05/23/2024,3124.3301535407636,3116.387,3157.1889
05/24/2024,3094.7648427862837,3088.8705,3149.8752
06/03/2024,3076.3063505865225,3078.4887,3094.7587
06/25/2024,2956.904960389235,2949.9963,2982.8263
07/01/2024,2984.8522536769624,2994.7303,2940.3032
07/03/2024,2981.4978418888404,2982.3756,2992.8556
07/23/2024,2932.0012095925135,2915.3685,2978.1932
07/29/2024,2894.070182129464,2891.8453,2885.9953
07/30/2024,2873.256582878846,2879.2996,2889.4726
08/12/2024,2853.0652094119455,2858.2046,2879.8726
08/15/2024,2867.4319711093294,2877.3579,2866.2434
08/19/2024,2890.5302961097004,2893.6738,2877.9403
09/02/2024,2804.805472803491,2811.035,2819.6498
09/03/2024,2809.9451680054353,2802.9787,2832.3499
09/06/2024,2740.5705249384773,2765.8066,2785.2635
09/13/2024,2711.621413605801,2704.0896,2722.1382
09/27/2024,3143.9545288085938,3087.5286,2893.7451
09/30/2024,3854.96526110135,3336.4974,3049.1026
10/10/2024,3145.1288950288126,3301.9259,3427.2199
10/21/2024,3284.2174525732507,3268.11,3165.9745
10/22/2024,3281.3002036205876,3285.8669,3276.0598
10/25/2024,3305.98973288409,3299.7003,3287.8243
10/25/2024,3305.98973288409,3299.7003,3287.8243
10/28/2024,3311.236214294055,3322.1975,3280.7616
10/28/2024,3311.236214294055,3322.1975,3280.7616
10/30/2024,3251.2942707865345,3266.2378,3328.0885
11/01/2024,3273.794906997138,3272.0142,3267.975
11/04/2024,3299.082288165422,3310.2072,3275.5768
11/07/2024,3406.6263122997007,3470.6609,3395.2217
11/15/2024,3351.1767456694533,3330.7263,3429.5054
11/28/2024,3302.04638671875,3295.6983,3250.591
12/09/2024,3403.0599296845194,3402.5343,3370.9405
12/13/2024,3371.5127215082684,3391.8782,3432.2786
12/18/2024,3389.4045188546834,3382.2081,3381.8141
12/24/2024,3388.879051208496,3393.5281,3367.9037
