,Date,收盘价(元),Predict_price,开盘价(元),Buy,Sell
0,2017-01-04,3158.794,3152.8654548790105,3133.787,,
1,2017-01-05,3165.411,3164.503358045993,3157.906,,
2,2017-01-06,3154.321,3158.702219108175,3163.776,,
3,2017-01-09,3171.236,3165.758445656037,3148.532,1.0,1.0
4,2017-01-10,3161.671,3162.6738049992923,3167.57,,
5,2017-01-11,3136.754,3140.0104386952935,3156.686,,
6,2017-01-12,3119.289,3122.808593024202,3133.602,,
7,2017-01-13,3112.764,3113.404220982543,3116.083,,
8,2017-01-16,3103.428,3113.438765120617,3104.492,,
9,2017-01-17,3108.775,3096.261749267578,3087.03,,
10,2017-01-18,3113.012,3113.512386287476,3104.766,,
11,2017-01-19,3101.299,3099.6529742440225,3104.972,,
12,2017-01-20,3123.139,3119.7775714155355,3095.819,,
13,2017-01-23,3136.775,3140.170095934547,3125.421,1.0,
14,2017-01-24,3142.553,3139.361476494479,3134.592,,
15,2017-01-25,3149.555,3145.1967223494166,3137.646,,
16,2017-01-26,3159.166,3161.2342394318243,3149.217,,
17,2017-02-03,3140.17,3147.9436539193784,3160.082,,
18,2017-02-06,3156.984,3157.47921992062,3143.093,,
19,2017-02-07,3153.088,3151.4639842135507,3154.405,,
20,2017-02-08,3166.982,3162.370207428533,3148.086,,
21,2017-02-09,3183.179,3186.8800226624444,3164.688,,
22,2017-02-10,3196.699,3204.9129251012173,3183.007,,
23,2017-02-13,3216.839,3221.0661649890276,3198.995,,
24,2017-02-14,3217.928,3216.314010620117,3216.137,,1.0
25,2017-02-15,3212.986,3221.79964975208,3215.464,1.0,
26,2017-02-16,3229.618,3227.302094172905,3210.357,,
27,2017-02-17,3202.076,3208.649380438484,3227.707,,
28,2017-02-20,3239.961,3237.9042779980987,3198.963,1.0,
29,2017-02-20,3239.961,3237.9042779980987,3198.963,1.0,
30,2017-02-21,3253.326,3250.641833673025,3242.223,,
31,2017-02-22,3261.218,3253.2210171208126,3252.69,,
32,2017-02-23,3251.375,3249.4725824408656,3258.832,,
33,2017-02-24,3253.433,3248.152258479316,3246.86,,
34,2017-02-27,3228.66,3234.1959897087913,3249.195,,
35,2017-02-28,3241.733,3246.8983609816887,3225.969,1.0,
36,2017-03-01,3246.934,3253.555916509434,3240.073,,
37,2017-03-02,3230.028,3238.0833727123822,3250.518,,
38,2017-03-03,3218.312,3210.8502812930474,3219.202,,
39,2017-03-06,3233.866,3235.841567993164,3217.335,1.0,
40,2017-03-07,3242.406,3242.128224189956,3233.094,,
41,2017-03-08,3240.665,3241.569641978139,3240.532,,
42,2017-03-09,3216.746,3214.7207239753966,3233.701,,
43,2017-03-10,3212.76,3216.282820865463,3213.729,,
44,2017-03-13,3237.024,3236.4652884657016,3209.449,1.0,
45,2017-03-14,3239.328,3241.2128772635424,3235.252,,
46,2017-03-15,3241.76,3240.8202020587264,3235.403,,
47,2017-03-16,3268.935,3271.8232617124318,3247.163,1.0,
48,2017-03-17,3237.447,3239.5282212535813,3271.867,,
49,2017-03-20,3250.808,3255.3365607079804,3241.11,,
50,2017-03-21,3261.611,3259.5448622831495,3250.247,,
51,2017-03-22,3245.22,3234.3666893421687,3246.223,,
52,2017-03-23,3248.55,3254.4183403666416,3245.808,,
53,2017-03-24,3269.445,3265.6490679236013,3247.35,1.0,
54,2017-03-27,3266.955,3267.6994176818557,3268.924,,
55,2017-03-28,3252.948,3254.095025175165,3265.634,,
56,2017-03-29,3241.314,3246.2354289400073,3252.865,,
57,2017-03-30,3210.237,3211.0722785962002,3235.137,,
58,2017-03-31,3222.514,3224.8088438875457,3206.253,,
59,2017-04-05,3270.305,3274.112987446761,3235.66,,
60,2017-04-06,3281.005,3277.1942917138704,3272.193,,
61,2017-04-07,3286.616,3280.9703443717294,3280.624,,
62,2017-04-10,3269.393,3266.502132667687,3285.459,,
63,2017-04-11,3288.966,3278.0663335347767,3266.222,,
64,2017-04-12,3273.83,3268.935570889938,3283.837,,
65,2017-04-13,3275.96,3274.4246215820312,3265.218,,
66,2017-04-14,3246.067,3252.7917098999023,3276.138,,1.0
67,2017-04-17,3222.167,3216.7684207164484,3229.949,1.0,
68,2017-04-18,3196.713,3208.6697540283203,3215.396,,
69,2017-04-19,3170.687,3173.9192017270234,3184.666,,
70,2017-04-20,3172.1,3181.7116578972027,3165.665,,
71,2017-04-21,3173.151,3180.9183503318727,3170.29,,
72,2017-04-24,3129.531,3131.7267376711143,3164.248,,1.0
73,2017-04-25,3134.567,3135.0811348951074,3123.894,,
74,2017-04-26,3140.847,3143.63448970182,3132.918,,
75,2017-04-27,3152.187,3158.954174946304,3131.35,,
76,2017-04-28,3154.658,3147.9488677978516,3144.022,,
77,2017-05-02,3143.712,3143.0366534077616,3147.228,,
78,2017-05-03,3135.346,3137.5184110876353,3138.307,,
79,2017-05-04,3127.369,3126.684586698002,3127.106,1.0,
80,2017-05-05,3103.038,3090.1867918235116,3114.774,,
81,2017-05-08,3078.613,3078.2084298612162,3090.065,,
82,2017-05-09,3080.527,3075.7321322782573,3064.848,,
83,2017-05-10,3052.785,3065.805001757698,3078.173,,
84,2017-05-11,3061.5,3046.0036239624023,3036.789,,1.0
85,2017-05-12,3083.513,3086.501679759492,3054.112,,
86,2017-05-15,3090.229,3098.3641688489033,3085.932,,
87,2017-05-16,3112.964,3094.4251481646106,3082.872,,
88,2017-05-17,3104.442,3100.9832614045868,3107.802,,
89,2017-05-18,3090.139,3074.789749145508,3082.329,,
90,2017-05-19,3090.631,3094.8854921757443,3086.705,,
91,2017-05-22,3075.676,3084.5408348527244,3087.171,,
92,2017-05-23,3061.947,3064.6031877979576,3069.394,,1.0
93,2017-05-24,3064.076,3056.1190200093665,3047.568,1.0,
94,2017-05-25,3107.831,3098.49865140061,3055.343,,
95,2017-05-26,3110.059,3108.4075057138266,3101.286,,1.0
96,2017-05-31,3117.178,3136.72953866311,3125.325,,
97,2017-06-01,3102.623,3083.254507005483,3108.421,,
98,2017-06-02,3105.54,3095.742767571717,3094.225,,
99,2017-06-05,3091.656,3088.284929247078,3102.11,1.0,
100,2017-06-06,3102.126,3095.6944885253906,3084.54,,
101,2017-06-07,3140.325,3135.271316894791,3101.761,,
102,2017-06-08,3150.334,3148.940894853223,3136.471,,1.0
103,2017-06-09,3158.4,3160.2554081569356,3147.453,,
104,2017-06-12,3139.877,3139.4138232637792,3149.527,,
105,2017-06-13,3153.743,3154.9331591702457,3134.009,,
106,2017-06-14,3130.674,3137.655983964133,3146.748,,
107,2017-06-15,3132.486,3134.300973226652,3125.587,,
108,2017-06-16,3123.166,3127.4276069503853,3126.373,,
109,2017-06-19,3144.374,3150.56676121978,3122.158,,
110,2017-06-20,3140.014,3150.209568780008,3148.019,,
111,2017-06-21,3156.212,3164.3547251757195,3148.986,,
112,2017-06-22,3147.453,3158.5998345492003,3152.242,,
113,2017-06-23,3157.873,3148.5808620690837,3138.444,1.0,
114,2017-06-26,3185.444,3182.9837626157814,3157.002,,
115,2017-06-27,3191.197,3192.8798038802065,3183.42,,
116,2017-06-28,3173.201,3173.9406498503035,3183.633,,
117,2017-06-29,3188.063,3190.468505859375,3174.981,,
118,2017-06-30,3192.427,3185.373161315918,3176.948,,
119,2017-07-03,3195.912,3201.336738814834,3191.998,,
120,2017-07-04,3182.804,3186.178247490964,3192.889,,
121,2017-07-05,3207.134,3205.602868358918,3179.217,,
122,2017-07-06,3212.444,3213.149310015236,3203.863,,
123,2017-07-07,3217.957,3213.7566833496094,3203.823,1.0,
124,2017-07-10,3212.632,3212.898626381933,3208.463,,
125,2017-07-11,3203.038,3203.704691714945,3201.517,,
126,2017-07-12,3197.544,3205.7106553488916,3201.929,1.0,
127,2017-07-13,3218.163,3212.7061177462274,3192.362,,
128,2017-07-14,3222.417,3220.832176049916,3212.032,,
129,2017-07-17,3176.465,3174.8120085009755,3219.791,,
130,2017-07-18,3187.567,3180.291715347174,3159.732,,
131,2017-07-19,3230.976,3228.124731555828,3181.402,,
132,2017-07-20,3244.865,3248.6053069473564,3227.506,,
133,2017-07-21,3237.982,3237.7727569308418,3236.588,,
134,2017-07-24,3250.599,3249.447963695665,3230.898,1.0,
135,2017-07-25,3243.689,3246.8132869590977,3249.138,1.0,1.0
136,2017-07-26,3247.675,3249.5676906184817,3244.461,,
137,2017-07-27,3249.781,3244.789046304019,3243.765,,
138,2017-07-28,3253.24,3250.564768108557,3240.173,,1.0
139,2017-07-31,3273.028,3273.0978489719273,3252.752,,1.0
140,2017-08-01,3292.638,3287.2591574177923,3274.369,,
141,2017-08-02,3285.057,3276.5598762592203,3288.518,,
142,2017-08-03,3272.929,3269.5138634691248,3279.986,1.0,
143,2017-08-04,3262.081,3268.1080978129103,3269.318,1.0,
144,2017-08-07,3279.457,3272.2689553061464,3257.67,,1.0
145,2017-08-08,3281.873,3284.9675320369074,3277.189,,
146,2017-08-09,3275.573,3276.2663790796105,3277.808,,
147,2017-08-10,3261.749,3260.1319507805833,3269.735,,
148,2017-08-11,3208.541,3208.9206085976703,3237.922,,
149,2017-08-14,3237.36,3247.624471544029,3206.044,,
150,2017-08-15,3251.262,3252.3960127923033,3235.23,,
151,2017-08-16,3246.451,3245.5263061523438,3247.853,,
152,2017-08-17,3268.43,3270.247124382558,3253.846,,
153,2017-08-18,3268.724,3254.8899495232354,3253.243,,
154,2017-08-21,3286.906,3287.246961441656,3274.581,,1.0
155,2017-08-22,3290.226,3286.834457397461,3287.615,,
156,2017-08-23,3287.705,3283.0464315952154,3283.797,,
157,2017-08-24,3271.512,3277.118928457852,3287.959,,
158,2017-08-25,3331.522,3319.455202364596,3271.461,,
159,2017-08-28,3362.651,3358.4141293605353,3336.126,,
160,2017-08-29,3365.226,3349.3490082135845,3362.06,,1.0
161,2017-08-30,3363.627,3358.0955825890505,3361.821,,
162,2017-08-31,3360.81,3366.7258812772316,3361.462,,
163,2017-09-01,3367.119,3372.011567128362,3365.991,,
164,2017-09-04,3379.583,3376.226531982422,3369.719,,
165,2017-09-05,3384.317,3378.9294105523877,3377.197,,
166,2017-09-06,3385.389,3376.33908303778,3372.428,,
167,2017-09-07,3365.497,3381.117758308649,3383.628,,
168,2017-09-08,3365.243,3370.701151444652,3364.428,,
169,2017-09-11,3376.419,3378.981288110634,3365.351,,
170,2017-09-12,3379.488,3385.0118967157878,3381.487,,
171,2017-09-13,3384.147,3378.2931365966797,3374.719,,
172,2017-09-14,3371.426,3372.0137096868666,3383.47,,
173,2017-09-15,3353.619,3350.3782653808594,3365.145,,
174,2017-09-18,3362.859,3366.7353531780964,3352.513,,1.0
175,2017-09-19,3356.845,3360.039514819265,3365.532,,
176,2017-09-20,3365.996,3361.8844957520973,3352.185,1.0,
177,2017-09-21,3357.812,3363.7327365645333,3364.698,,
178,2017-09-22,3352.529,3344.113256111813,3347.157,,
179,2017-09-25,3341.549,3341.183203757831,3344.589,,
180,2017-09-26,3343.583,3343.7236685577063,3336.35,,
181,2017-09-27,3345.272,3348.674237360807,3340.822,,
182,2017-09-28,3339.642,3343.1169691607884,3343.845,,
183,2017-09-29,3348.943,3353.8343653069965,3340.311,1.0,
184,2017-10-09,3374.378,3417.0372259976525,3403.246,,
185,2017-10-10,3382.988,3350.07769484799,3373.345,,
186,2017-10-11,3388.284,3389.1774360266445,3381.488,1.0,
187,2017-10-12,3386.1,3379.4251427651698,3385.533,,
188,2017-10-13,3390.523,3395.853460850397,3384.488,,
189,2017-10-16,3378.47,3372.6258090312585,3393.206,,
190,2017-10-17,3372.041,3371.862126273231,3373.234,1.0,
191,2017-10-18,3381.794,3387.710498847536,3373.528,,
192,2017-10-19,3370.172,3365.896711077697,3374.644,,
193,2017-10-20,3378.648,3373.9763723757237,3363.514,,
194,2017-10-23,3380.699,3386.9995272512497,3382.28,,1.0
195,2017-10-24,3388.248,3386.512512000065,3376.599,,
196,2017-10-25,3396.898,3393.1438848513153,3384.858,1.0,
197,2017-10-26,3407.567,3397.0450958247343,3397.519,,
198,2017-10-27,3416.812,3411.781524849964,3404.498,,
199,2017-10-30,3390.337,3352.5675659179688,3413.868,,
200,2017-10-31,3393.342,3399.259300967022,3380.999,1.0,
201,2017-11-01,3395.913,3410.5869689198175,3393.968,,
202,2017-11-02,3383.31,3388.3958435058594,3391.652,,1.0
203,2017-11-03,3371.744,3375.223950403929,3377.736,,
204,2017-11-06,3388.174,3388.928202201066,3369.685,,1.0
205,2017-11-07,3413.575,3413.5277844116786,3389.472,,
206,2017-11-08,3415.46,3418.229152314681,3409.147,,
207,2017-11-09,3427.795,3422.833240393906,3410.672,,
208,2017-11-10,3432.673,3425.665574014357,3423.185,,
209,2017-11-13,3447.836,3454.70751953125,3435.184,,
210,2017-11-14,3429.548,3428.2532066175163,3446.545,1.0,
211,2017-11-15,3402.525,3416.851516723633,3416.211,,1.0
212,2017-11-16,3399.25,3409.864485638269,3393.194,,
213,2017-11-17,3382.908,3391.867960026542,3392.683,,1.0
214,2017-11-20,3392.399,3367.2703145760997,3361.356,1.0,
215,2017-11-21,3410.498,3409.0674643357825,3382.36,,
216,2017-11-22,3430.464,3430.2427539337336,3417.331,,
217,2017-11-23,3351.918,3348.6061806342464,3425.009,,
218,2017-11-24,3353.821,3368.095823905579,3340.384,,
219,2017-11-27,3322.23,3342.08414584849,3346.657,,1.0
220,2017-11-28,3333.657,3310.935791015625,3311.232,,
221,2017-11-29,3337.862,3336.6960772550838,3335.567,,
222,2017-11-30,3317.188,3328.0939756253197,3328.643,,
223,2017-12-01,3317.617,3306.0718712882613,3315.105,,
224,2017-12-04,3309.618,3305.0192932564073,3310.381,,
225,2017-12-05,3303.675,3298.6661682128906,3301.691,,
226,2017-12-06,3293.965,3261.581213061005,3291.313,,
227,2017-12-07,3272.054,3279.475087949172,3283.279,,
228,2017-12-08,3289.992,3278.9628211930417,3264.478,,
229,2017-12-11,3322.196,3301.102037946637,3290.488,,
230,2017-12-12,3280.814,3284.0975873816956,3320.31,,
231,2017-12-13,3303.037,3288.707763671875,3278.397,,
232,2017-12-14,3292.439,3285.1451110839844,3302.932,,
233,2017-12-15,3266.137,3258.5505816239584,3287.529,,
234,2017-12-18,3267.922,3262.494772626215,3268.034,,
235,2017-12-19,3296.538,3282.703598896529,3266.019,,
236,2017-12-20,3287.606,3278.9200549946318,3296.74,,
237,2017-12-21,3300.059,3301.07500302075,3281.118,,
238,2017-12-22,3297.063,3290.5864674942827,3297.685,,
239,2017-12-25,3280.461,3291.990160888781,3296.211,,
240,2017-12-26,3306.125,3295.722874796258,3277.837,,1.0
241,2017-12-27,3275.783,3274.3712256547483,3302.461,,
242,2017-12-28,3296.385,3298.43882848252,3272.291,,
243,2017-12-29,3307.172,3300.4558086087054,3295.246,,
