Date,Predict_price,actual_p,actual_p-1,type,difference
01/09/2023,3174.4249212468903,3176.0845,3155.0747,buy,-1.6595787531095993
01/11/2023,3168.1122820102883,3161.8376,3178.022,buy,6.274682010288416
01/12/2023,3156.7126388549805,3163.4509,3172.3759,buy,-6.738261145019351
01/18/2023,3240.215473236998,3224.406,3229.4354,buy,15.809473236998201
01/20/2023,3271.393798828125,3264.8138,3221.5179,buy,6.579998828125099
01/20/2023,3271.393798828125,3264.8138,3221.5179,buy,6.579998828125099
01/30/2023,3360.1195704480924,3269.318,3247.2031,buy,90.8015704480922
02/09/2023,3272.6146545410156,3270.3826,3251.5006,buy,2.2320545410157138
02/10/2023,3261.1965206356704,3260.6734,3227.7278,buy,0.5231206356702387
02/13/2023,3287.338359598211,3284.1599,3266.4367,buy,3.178459598210793
02/14/2023,3286.7746879941783,3293.2825,3256.9881,buy,-6.507812005821506
02/27/2023,3267.8405406573047,3258.0344,3287.2553,buy,9.806140657304695
03/14/2023,3237.752339154722,3245.3123,3228.1239,buy,-7.559960845278056
03/20/2023,3234.6851501464844,3234.9103,3245.2604,buy,-0.22514985351563155
04/03/2023,3297.593867264992,3296.396,3263.4061,buy,1.1978672649916007
04/07/2023,3334.9144048628777,3327.6457,3302.751,buy,7.268704862877712
04/13/2023,3317.5317300164193,3318.3638,3316.8623,buy,-0.8320699835808227
05/12/2023,3280.8754974862636,3272.3619,3323.6583,buy,8.513597486263734
05/19/2023,3275.4988263730675,3283.5417,3288.4112,buy,-8.04287362693276
05/24/2023,3214.4324775309583,3204.7494,3294.7877,buy,9.683077530958144
05/30/2023,3215.0407828052657,3224.2133,3219.7553,buy,-9.172517194734155
06/12/2023,3222.392456620524,3228.8336,3213.033,buy,-6.441143379475761
06/14/2023,3236.671693307024,3228.9887,3223.8958,buy,7.682993307023935
06/15/2023,3250.1804012515627,3252.9751,3238.1189,buy,-2.7946987484374404
06/20/2023,3239.7082738417075,3240.3648,3271.1635,buy,-0.6565261582923085
06/27/2023,3189.5579586966,3189.4427,3177.2293,buy,0.11525869659999444
07/17/2023,3188.583923531304,3209.6298,3240.9695,buy,-21.04587646869595
07/28/2023,3249.8201263831875,3275.9257,3225.4763,buy,-26.105573616812308
08/11/2023,3196.9320801661793,3189.248,3242.2057,buy,7.684080166179228
08/14/2023,3167.6043014526367,3178.4272,3254.4751,buy,-10.822898547363366
08/18/2023,3157.32991544525,3131.953,3137.3514,buy,25.376915445250233
08/31/2023,3117.1248822206176,3119.8764,3144.4067,buy,-2.7515177793825387
09/05/2023,3138.3462589632686,3154.3693,3145.9435,buy,-16.02304103673123
09/14/2023,3121.047920227051,3126.5511,3137.7718,buy,-5.503179772949352
09/28/2023,3110.0143595647933,3110.4753,3104.0395,buy,-0.46094043520679406
10/09/2023,3077.6415962517685,3096.9224,3117.7549,buy,-19.280803748231392
10/10/2023,3101.0286997933295,3075.2361,3099.9998,buy,25.792599793329373
10/11/2023,3079.3952283133667,3078.9556,3104.3651,buy,0.43962831336693853
10/19/2023,3043.9227030794755,3005.3934,3076.5796,buy,38.52930307947554
10/23/2023,2980.7050073939677,2939.2913,2995.3575,buy,41.4137073939678
10/23/2023,2980.7050073939677,2939.2913,2995.3575,buy,41.4137073939678
11/01/2023,3026.219333720527,3023.0765,3019.646,buy,3.142833720527051
11/10/2023,3025.866896503007,3038.9699,3047.6532,buy,-13.103003496993097
11/14/2023,3056.1973957163445,3056.0703,3044.0319,buy,0.12709571634468375
11/16/2023,3057.248878246885,3050.9257,3077.0291,buy,6.323178246885163
12/13/2023,2969.181737866831,2968.7606,2986.3282,buy,0.4211378668310317
12/21/2023,2951.1526999744983,2918.7149,2932.1186,buy,32.437799974498375
01/09/2023,3174.4249212468903,3176.0845,3155.0747,sell,-1.6595787531095993
01/13/2023,3188.9660230191325,3195.3059,3167.273,sell,-6.339876980867302
01/16/2023,3241.8645458393344,3227.5916,3170.3548,sell,14.27294583933417
02/07/2023,3261.0195296326524,3248.094,3244.7007,sell,12.925529632652342
02/13/2023,3287.338359598211,3284.1599,3266.4367,sell,3.178459598210793
02/16/2023,3266.8373854417364,3249.0295,3294.015,sell,17.80788544173629
03/07/2023,3288.8927899352043,3285.0988,3332.0235,sell,3.793989935204081
03/14/2023,3237.752339154722,3245.3123,3228.1239,sell,-7.559960845278056
03/20/2023,3234.6851501464844,3234.9103,3245.2604,sell,-0.22514985351563155
03/21/2023,3252.772327243172,3255.6505,3253.9302,sell,-2.8781727568280076
04/18/2023,3341.6574141539427,3393.3312,3337.0605,sell,-51.6737858460574
04/28/2023,3326.89017479166,3323.2746,3256.2278,sell,3.615574791659583
05/17/2023,3282.6799504838655,3284.232,3310.1607,sell,-1.5520495161345025
05/19/2023,3275.4988263730675,3283.5417,3288.4112,sell,-8.04287362693276
