Date,Predict_price,actual_p,actual_p-1
01/09/2017,3165.758445656037,3171.236,3163.776
01/23/2017,3140.170095934547,3136.775,3095.819
02/15/2017,3221.79964975208,3212.986,3216.137
02/20/2017,3237.9042779980987,3239.961,3227.707
02/20/2017,3237.9042779980987,3239.961,3227.707
02/28/2017,3246.8983609816887,3241.733,3249.195
03/06/2017,3235.841567993164,3233.866,3219.202
03/13/2017,3236.4652884657016,3237.024,3213.729
03/16/2017,3271.8232617124318,3268.935,3235.403
03/24/2017,3265.6490679236013,3269.445,3245.808
04/17/2017,3216.7684207164484,3222.167,3276.138
05/04/2017,3126.684586698002,3127.369,3138.307
05/24/2017,3056.1190200093665,3064.076,3069.394
06/05/2017,3088.284929247078,3091.656,3094.225
06/23/2017,3148.5808620690837,3157.873,3152.242
07/07/2017,3213.7566833496094,3217.957,3203.863
07/12/2017,3205.7106553488916,3197.544,3201.517
07/24/2017,3249.447963695665,3250.599,3236.588
07/25/2017,3246.8132869590977,3243.689,3230.898
08/03/2017,3269.5138634691248,3272.929,3288.518
08/04/2017,3268.1080978129103,3262.081,3279.986
09/20/2017,3361.8844957520973,3365.996,3365.532
09/29/2017,3353.8343653069965,3348.943,3343.845
10/11/2017,3389.1774360266445,3388.284,3373.345
10/17/2017,3371.862126273231,3372.041,3393.206
10/25/2017,3393.1438848513153,3396.898,3376.599
10/31/2017,3399.259300967022,3393.342,3413.868
11/14/2017,3428.2532066175163,3429.548,3435.184
11/20/2017,3367.2703145760997,3392.399,3392.683
