Date,Predict_price,actual_p,actual_p-1,type,difference
01/12/2024,2887.0339279174805,2881.9769,2873.7982,buy,5.0570279174803545
01/17/2024,2853.3094177246094,2833.6152,2881.5602,buy,19.69421772460919
01/26/2024,2923.0118103027344,2910.2227,2823.8259,buy,12.78911030273457
02/02/2024,2748.823284689373,2730.152,2773.4239,buy,18.671284689372897
02/08/2024,2866.2684641283254,2865.9032,2791.5145,buy,0.3652641283251796
02/08/2024,2866.2684641283254,2865.9032,2791.5145,buy,0.3652641283251796
02/23/2024,3002.291738063675,3004.881,2945.4465,buy,-2.589261936324874
02/26/2024,2973.1623764038086,2977.0221,2992.9115,buy,-3.859723596191543
02/28/2024,2969.342732580041,2957.8524,2966.4166,buy,11.490332580040558
03/01/2024,3024.685478210449,3027.0204,2943.6242,buy,-2.3349217895506627
03/07/2024,3039.5697751176945,3027.4013,3041.7518,buy,12.16847511769447
03/12/2024,3046.812107336306,3055.935,3042.6188,buy,-9.122892663694074
03/26/2024,3034.2305429491307,3031.4809,3040.501,buy,2.7496429491307026
04/08/2024,3043.183227513969,3047.0526,3074.8929,buy,-3.8693724860308976
04/18/2024,3077.5292482458203,3074.2246,3008.0614,buy,3.3046482458203172
04/19/2024,3060.417703777829,3065.261,3060.0309,buy,-4.84329622217092
04/30/2024,3105.4022424262557,3104.8245,3086.6819,buy,0.5777424262555542
05/10/2024,3159.6522634535795,3154.5472,3128.1644,buy,5.1050634535795325
05/10/2024,3159.6522634535795,3154.5472,3128.1644,buy,5.1050634535795325
05/17/2024,3153.916075003568,3154.0263,3127.1841,buy,-0.1102249964319526
05/17/2024,3153.916075003568,3154.0263,3127.1841,buy,-0.1102249964319526
05/21/2024,3150.5818254670435,3157.9657,3156.1482,buy,-7.383874532956725
05/22/2024,3157.4367493401087,3158.5399,3164.6826,buy,-1.1031506598915257
05/31/2024,3091.186315374247,3086.8134,3103.7078,buy,4.372915374246986
05/31/2024,3091.186315374247,3086.8134,3103.7078,buy,4.372915374246986
06/06/2024,3056.745906670118,3048.7939,3086.0509,buy,7.952006670117953
06/19/2024,3022.8254223904264,3018.0491,3015.0713,buy,4.77632239042623
07/09/2024,2947.0582124509065,2959.3724,2939.8367,buy,-12.314187549093731
07/11/2024,2975.4726853283364,2970.3874,2949.0261,buy,5.08528532833634
07/19/2024,2981.078931037847,2982.3086,2951.1434,buy,-1.2296689621530277
07/29/2024,2894.070182129464,2891.8453,2885.9953,buy,2.224882129463822
08/09/2024,2873.0811902438254,2862.1941,2864.758,buy,10.887090243825241
08/23/2024,2853.038689069673,2854.3675,2856.2001,buy,-1.3288109303266538
09/02/2024,2804.805472803491,2811.035,2819.6498,buy,-6.229527196509025
09/06/2024,2740.5705249384773,2765.8066,2785.2635,buy,-25.23607506152257
09/19/2024,2736.551976297591,2736.0222,2705.3451,buy,0.52977629759107
09/26/2024,2983.2241697370146,3000.9526,2901.4185,buy,-17.728430262985512
09/30/2024,3854.96526110135,3336.4974,3049.1026,buy,518.4678611013496
09/30/2024,3854.96526110135,3336.4974,3049.1026,buy,518.4678611013496
10/11/2024,3231.6844887240704,3217.7377,3277.6916,buy,13.946788724070302
10/18/2024,3246.981037693424,3261.5633,3220.7334,buy,-14.582262306576013
10/21/2024,3284.2174525732507,3268.11,3165.9745,buy,16.10745257325061
11/01/2024,3273.794906997138,3272.0142,3267.975,buy,1.7807069971377132
11/08/2024,3420.902811803836,3452.2971,3359.9851,buy,-31.39428819616387
11/14/2024,3394.6688859229,3379.8389,3406.9164,buy,14.829985922899596
11/18/2024,3342.8675840632495,3323.8486,3369.8092,buy,19.018984063249718
11/19/2024,3307.216026589314,3346.0098,3344.6904,buy,-38.793773410685844
11/27/2024,3279.7265625,3309.7789,3256.8576,buy,-30.052337499999794
11/29/2024,3332.7494582785703,3326.4557,3308.2797,buy,6.293758278570294
12/03/2024,3370.665644884643,3378.8063,3328.482,buy,-8.140655115357276
12/10/2024,3452.520478751679,3422.6607,3402.6288,buy,29.859778751679187
12/19/2024,3352.3588041870903,3370.0331,3371.2955,buy,-17.674295812909804
01/05/2024,2942.5602752215814,2929.1833,2965.5087,sell,13.376975221581233
01/05/2024,2942.5602752215814,2929.1833,2965.5087,sell,13.376975221581233
01/09/2024,2901.496729466204,2893.2513,2923.457,sell,8.245429466204314
01/12/2024,2887.0339279174805,2881.9769,2873.7982,sell,5.0570279174803545
01/15/2024,2886.164210932685,2886.2908,2880.0399,sell,-0.12658906731530806
01/30/2024,2823.5399240766096,2830.5266,2910.6072,sell,-6.986675923390521
02/08/2024,2866.2684641283254,2865.9032,2791.5145,sell,0.3652641283251796
02/08/2024,2866.2684641283254,2865.9032,2791.5145,sell,0.3652641283251796
02/22/2024,2978.362891023652,2988.3578,2906.0243,sell,-9.994908976348142
02/23/2024,3002.291738063675,3004.881,2945.4465,sell,-2.589261936324874
03/01/2024,3024.685478210449,3027.0204,2943.6242,sell,-2.3349217895506627
03/19/2024,3061.5258270476147,3062.7558,3057.2093,sell,-1.2299729523851965
03/21/2024,3079.7656658734504,3077.113,3058.6478,sell,2.6526658734505872
03/22/2024,3033.3830473746643,3048.0336,3084.4116,sell,-14.650552625335877
03/27/2024,2995.3767648768694,2993.1388,3026.9218,sell,2.2379648768692277
03/28/2024,3019.190006193054,3010.6636,3026.8138,sell,8.5264061930543
04/03/2024,3066.1113696165553,3069.2959,3076.8752,sell,-3.1845303834447805
04/15/2024,3052.3055116350524,3057.3776,3035.5773,sell,-5.072088364947376
04/24/2024,3049.1627686313404,3044.8223,3038.6118,sell,4.340468631340627
04/30/2024,3105.4022424262557,3104.8245,3086.6819,sell,0.5777424262555542
05/10/2024,3159.6522634535795,3154.5472,3128.1644,sell,5.1050634535795325
05/13/2024,3140.2973671888517,3148.0207,3158.5891,sell,-7.723332811148339
05/17/2024,3153.916075003568,3154.0263,3127.1841,sell,-0.1102249964319526
05/21/2024,3150.5818254670435,3157.9657,3156.1482,sell,-7.383874532956725
05/23/2024,3124.3301535407636,3116.387,3157.1889,sell,7.943153540763433
05/24/2024,3094.7648427862837,3088.8705,3149.8752,sell,5.894342786283687
06/03/2024,3076.3063505865225,3078.4887,3094.7587,sell,-2.182349413477368
06/25/2024,2956.904960389235,2949.9963,2982.8263,sell,6.908660389235138
06/28/2024,2975.325426694333,2967.4028,2962.6964,sell,7.922626694333303
07/03/2024,2981.4978418888404,2982.3756,2992.8556,sell,-0.8777581111594372
07/23/2024,2932.0012095925135,2915.3685,2978.1932,sell,16.632709592513493
07/29/2024,2894.070182129464,2891.8453,2885.9953,sell,2.224882129463822
07/30/2024,2873.256582878846,2879.2996,2889.4726,sell,-6.043017121153753
08/09/2024,2873.0811902438254,2862.1941,2864.758,sell,10.887090243825241
08/15/2024,2867.4319711093294,2877.3579,2866.2434,sell,-9.925928890670548
08/16/2024,2880.5929057772173,2879.4298,2844.2005,sell,1.1631057772174245
09/02/2024,2804.805472803491,2811.035,2819.6498,sell,-6.229527196509025
09/03/2024,2809.9451680054353,2802.9787,2832.3499,sell,6.9664680054352175
09/06/2024,2740.5705249384773,2765.8066,2785.2635,sell,-25.23607506152257
09/13/2024,2711.621413605801,2704.0896,2722.1382,sell,7.53181360580129
09/27/2024,3143.9545288085938,3087.5286,2893.7451,sell,56.42592880859365
09/30/2024,3854.96526110135,3336.4974,3049.1026,sell,518.4678611013496
09/30/2024,3854.96526110135,3336.4974,3049.1026,sell,518.4678611013496
10/10/2024,3145.1288950288126,3301.9259,3427.2199,sell,-156.79700497118756
10/18/2024,3246.981037693424,3261.5633,3220.7334,sell,-14.582262306576013
10/22/2024,3281.3002036205876,3285.8669,3276.0598,sell,-4.566696379412406
10/25/2024,3305.98973288409,3299.7003,3287.8243,sell,6.28943288408982
10/25/2024,3305.98973288409,3299.7003,3287.8243,sell,6.28943288408982
10/25/2024,3305.98973288409,3299.7003,3287.8243,sell,6.28943288408982
10/28/2024,3311.236214294055,3322.1975,3280.7616,sell,-10.961285705945102
10/30/2024,3251.2942707865345,3266.2378,3328.0885,sell,-14.943529213465354
11/01/2024,3273.794906997138,3272.0142,3267.975,sell,1.7807069971377132
