Date,Predict_price,actual_p,actual_p-1,type,difference
01/31/2019,2594.997348559591,2584.5724,2584.7459,buy,10.42494855959103
02/01/2019,2614.5597420212766,2618.2323,2581.3315,buy,-3.672557978723489
02/21/2019,2770.6720098151623,2751.8012,2761.0588,buy,18.870809815162374
02/25/2019,2839.0151546801108,2961.2834,2749.4615,buy,-122.26824531988905
03/28/2019,2996.689989330652,2994.9434,3012.2573,buy,1.7465893306521139
04/08/2019,3397.989857015896,3244.8103,3233.6886,buy,153.17955701589608
04/10/2019,3239.0638559562835,3241.9299,3240.3938,buy,-2.866044043716556
05/06/2019,2889.25528322366,2906.464,3052.6223,buy,-17.20871677633977
05/16/2019,2956.7535705566406,2955.711,2902.6423,buy,1.0425705566408396
05/24/2019,2859.1910648717367,2852.9948,2880.8426,buy,6.19626487173673
06/27/2019,3007.860563757508,2996.7926,2964.6153,buy,11.067963757507641
07/05/2019,3009.13753508202,3011.0588,3015.6785,buy,-1.9212649179798973
07/10/2019,2923.565139223888,2915.3022,2928.8188,buy,8.26293922388777
07/12/2019,2927.3189086914062,2930.5462,2928.0553,buy,-3.2272913085939763
07/22/2019,2891.636720816137,2886.974,2909.6794,buy,4.662720816136698
07/25/2019,2928.4453568468357,2937.3601,2907.9275,buy,-8.914743153164181
08/07/2019,2787.687440531449,2768.6795,2776.9889,buy,19.00794053144864
09/25/2019,2962.9176177479308,2955.4325,2979.4752,buy,7.485117747930872
09/30/2019,2909.7551879882812,2905.1892,2929.486,buy,4.565987988281449
10/17/2019,2980.628405278882,2977.3342,2992.6103,buy,3.2942052788821456
11/21/2019,2903.534454345703,2903.6379,2928.1068,buy,-0.10344565429704744
12/03/2019,2876.1204618460233,2884.6988,2874.4484,buy,-8.578338153976802
12/06/2019,2908.6794732384797,2912.0136,2886.5164,buy,-3.334126761520565
12/13/2019,2986.0128454633305,2967.6764,2926.3416,buy,18.33644546333062
01/17/2019,2561.6882816179495,2559.637,2569.0697,sell,2.051281617949371
01/21/2019,2610.9084263655973,2610.5094,2567.7386,sell,0.39902636559736493
01/23/2019,2593.6010485403467,2581.0041,2609.6421,sell,12.596948540346602
02/01/2019,2614.5597420212766,2618.2323,2581.3315,sell,-3.672557978723489
02/25/2019,2839.0151546801108,2961.2834,2749.4615,sell,-122.26824531988905
02/27/2019,2956.1507555058192,2953.8242,2969.0976,sell,2.326555505819215
03/26/2019,3035.505943429632,2997.0954,3058.8016,sell,38.41054342963207
04/02/2019,3167.0242739031555,3176.8227,3111.6619,sell,-9.79842609684465
04/08/2019,3397.989857015896,3244.8103,3233.6886,sell,153.17955701589608
04/11/2019,3191.469395967805,3189.9619,3224.6454,sell,1.5074959678054256
04/19/2019,3256.809637286462,3270.7973,3261.0742,sell,-13.987662713538157
04/19/2019,3256.809637286462,3270.7973,3261.0742,sell,-13.987662713538157
05/24/2019,2859.1910648717367,2852.9948,2880.8426,sell,6.19626487173673
06/10/2019,2850.745587743167,2852.1302,2862.3327,sell,-1.384612256832952
06/24/2019,2998.358470488933,3008.1479,2990.3687,sell,-9.789429511066828
07/02/2019,3041.952775524456,3043.9428,3024.6238,sell,-1.9900244755440326
07/03/2019,3012.514687952712,3015.2633,3042.58,sell,-2.748612047288134
07/18/2019,2903.4299030614457,2901.1766,2933.0227,sell,2.2533030614458767
07/22/2019,2891.636720816137,2886.974,2909.6794,sell,4.662720816136698
08/06/2019,2768.7772179078283,2777.5559,2854.578,sell,-8.778682092171493
08/23/2019,2895.484923830035,2897.4253,2887.6649,sell,-1.9403761699650204
08/28/2019,2889.927251861323,2893.7564,2879.5154,sell,-3.829148138677283
09/03/2019,2923.309556851129,2930.1538,2886.9418,sell,-6.844243148871101
09/17/2019,2988.0265691947557,2978.1178,3041.922,sell,9.908769194755678
09/18/2019,3000.281948224132,2985.6586,3023.7109,sell,14.62334822413186
09/25/2019,2962.9176177479308,2955.4325,2979.4752,sell,7.485117747930872
09/26/2019,2940.209480939919,2929.0875,2977.6676,sell,11.121980939919013
09/30/2019,2909.7551879882812,2905.1892,2929.486,sell,4.565987988281449
11/12/2019,2919.744415283203,2914.8232,2949.9619,sell,4.92121528320331
11/15/2019,2901.2261962890625,2891.3431,2907.7358,sell,9.88309628906245
11/19/2019,2929.5858089248395,2933.9908,2889.5495,sell,-4.404991075160524
12/02/2019,2883.8219674827596,2875.8072,2885.9744,sell,8.014767482759453
12/11/2019,2925.8667151050163,2924.4173,2908.9439,sell,1.4494151050162145
12/17/2019,2993.220917806019,3022.4219,2970.9694,sell,-29.200982193980963
12/27/2019,3017.829182817621,3005.0355,2981.2485,sell,12.793682817621175
