Date,Predict_price,actual_p,actual_p-1,type,difference
01/05/2022,3586.257595341806,3595.1761,3649.151,buy,-8.918504658194252
01/12/2022,3604.1113109588623,3597.4321,3589.9043,buy,6.679210958862313
01/19/2022,3552.361390262058,3558.1796,3541.8899,buy,-5.818209737941743
02/07/2022,3436.383810160751,3429.5809,3407.5933,buy,6.802910160751253
02/16/2022,3477.570056864004,3465.8305,3428.0447,buy,11.739556864004044
02/22/2022,3449.913697951896,3457.146,3488.4057,buy,-7.232302048103975
02/28/2022,3457.5944600943494,3462.3064,3445.3361,buy,-4.7119399056505245
03/04/2022,3440.6678995678085,3447.649,3495.928,buy,-6.981100432191397
03/07/2022,3359.830511684742,3372.8552,3459.9845,buy,-13.024688315258118
03/09/2022,3203.568238663592,3256.3884,3372.5546,buy,-52.82016133640764
03/14/2022,3169.6545333859053,3223.5328,3259.3227,buy,-53.87826661409463
03/31/2022,3266.9663153730016,3252.2029,3217.5921,buy,14.763415373001408
04/01/2022,3284.8996689495043,3282.7166,3256.1369,buy,2.1830689495041042
04/01/2022,3284.8996689495043,3282.7166,3256.1369,buy,2.1830689495041042
04/14/2022,3235.5953468201915,3225.6412,3199.7972,buy,9.954146820191454
04/15/2022,3208.979558509777,3211.2448,3203.6337,buy,-2.2652414902231612
04/19/2022,3197.0431970439117,3194.0287,3185.9428,buy,3.014497043911888
04/26/2022,2921.711369508142,2886.4257,3034.2667,buy,35.28566950814229
05/17/2022,3078.3914135061664,3093.6965,3100.55,buy,-15.305086493833642
05/18/2022,3083.4168287194316,3085.9768,3076.4982,buy,-2.559971280568334
05/20/2022,3136.410349262034,3146.5673,3046.7104,buy,-10.156950737966326
06/02/2022,3190.529296875,3195.458,3179.6949,buy,-4.928703125000084
06/17/2022,3314.592305171687,3316.7857,3306.8353,buy,-2.193394828313103
07/05/2022,3406.7860404155313,3404.0252,3381.8194,buy,2.76084041553122
07/18/2022,3274.267268075768,3278.1033,3261.3826,buy,-3.8360319242324294
07/26/2022,3274.8155797060604,3277.4356,3269.707,buy,-2.620020293939433
08/19/2022,3268.6770178146257,3258.0784,3286.3669,buy,10.598617814625868
08/30/2022,3232.0365265286473,3227.2203,3203.1022,buy,4.8162265286473485
09/15/2022,3209.9372475059035,3199.9187,3224.6783,buy,10.01854750590337
09/16/2022,3136.9311068630577,3126.3977,3248.9721,buy,10.533406863057735
09/23/2022,3104.08238237277,3088.3695,3098.7682,buy,15.71288237277031
09/23/2022,3104.08238237277,3088.3695,3098.7682,buy,15.71288237277031
10/11/2022,2966.9667119715537,2979.7926,3026.9354,buy,-12.82588802844657
10/12/2022,2995.159187714199,3025.5055,2978.0617,buy,-30.346312285801105
10/17/2022,3056.5968135752296,3084.9423,3035.0341,buy,-28.34548642477057
11/02/2022,2991.633731398974,3003.3699,2899.4985,buy,-11.736168601026293
11/04/2022,3064.985221862793,3070.7964,2981.2038,buy,-5.811178137207207
11/18/2022,3106.488793479886,3097.2432,3110.9649,buy,9.245593479886338
11/21/2022,3070.2164078905766,3085.0444,3116.7291,buy,-14.827992109423576
11/24/2022,3101.048806327371,3089.3096,3084.7403,buy,11.739206327370994
12/02/2022,3158.6511421203613,3156.1442,3187.9899,buy,2.5069421203611455
