Date,Predict_price,actual_p,actual_p-1,type,difference
01/07/2020,3097.489724264297,3104.8015,3070.9088,buy,-7.311775735703122
01/23/2020,2974.8332881750516,2976.5281,3038.4868,buy,-1.6948118249483741
02/06/2020,2833.410875866192,2866.5097,2792.3713,buy,-33.09882413380819
02/10/2020,2877.6909536024077,2890.4878,2858.9324,buy,-12.796846397592162
02/13/2020,2915.810325643478,2906.0735,2895.5561,buy,9.736825643477914
02/21/2020,3040.864532470703,3039.6692,2981.8802,buy,1.1953324707033062
02/21/2020,3040.864532470703,3039.6692,2981.8802,buy,1.1953324707033062
03/04/2020,2986.01513671875,3011.6657,3006.8888,buy,-25.650563281250015
03/12/2020,2910.45771772678,2923.4856,3001.7616,buy,-13.027882273219802
03/24/2020,2720.6412312092666,2722.4381,2677.591,buy,-1.7968687907332423
04/10/2020,2794.218300630837,2796.6312,2825.8393,buy,-2.412899369162915
04/14/2020,2827.2153137487217,2827.283,2784.5979,buy,-0.06768625127824635
04/15/2020,2812.5965388114623,2811.1741,2794.801,buy,1.4224388114621433
04/17/2020,2853.0277392192775,2838.4945,2798.4295,buy,14.533239219277675
04/22/2020,2844.0339378613185,2843.9804,2842.2372,buy,0.053537861318545765
04/27/2020,2838.4873621197107,2815.4947,2834.9387,buy,22.99266211971053
05/06/2020,2878.251708984375,2878.1402,2832.3843,buy,0.11150898437517753
05/12/2020,2877.098876953125,2891.5564,2901.5739,buy,-14.45752304687494
05/25/2020,2805.81491558629,2817.9697,2863.0462,buy,-12.154784413709876
06/12/2020,2929.879097242701,2919.7408,2939.7914,buy,10.1382972427009
06/16/2020,2932.706495555755,2931.7493,2908.2767,buy,0.957195555754879
06/17/2020,2927.642139803263,2935.873,2912.8251,buy,-8.230860196737012
06/22/2020,2975.1468221792597,2965.2717,2938.7887,buy,9.87512217925996
07/01/2020,3010.7672818929377,3025.981,2965.1054,buy,-15.213718107062505
07/10/2020,3345.349687664414,3383.3222,3403.4832,buy,-37.97251233558609
07/16/2020,3194.377498063712,3210.0986,3422.0778,buy,-15.721101936287596
07/28/2020,3242.546389460421,3227.9604,3210.3863,buy,14.585989460420933
07/29/2020,3299.475830078125,3294.5521,3226.1329,buy,4.923730078125118
